dataset,instance_id,msw_label,lc_entail_m,lc_entail_not_m,outcome
Bank,1964,0,0,1,agree
Bank,1966,0,0,1,agree
Bank,1967,0,0,1,agree
Bank,1972,0,0,1,agree
Bank,1973,0,0,1,agree
Bank,1976,0,0,1,agree
Bank,1977,0,0,1,agree
Bank,1978,0,0,1,agree
Bank,1998,0,0,1,agree
Bank,2000,0,0,1,agree
Bank,2002,0,0,1,agree
Bank,2004,0,0,1,agree
Bank,2006,0,0,1,agree
Bank,2008,0,0,1,agree
Bank,2009,0,0,1,agree
Bank,2012,0,0,1,agree
Bank,2013,0,0,1,agree
Bank,2015,0,0,1,agree
Bank,2023,0,0,1,agree
Bank,2028,0,0,1,agree
Bank,2030,0,0,1,agree
Bank,2031,0,0,1,agree
Bank,2033,0,0,1,agree
Bank,2045,0,0,1,agree
Bank,2047,0,0,1,agree
Bank,2053,0,0,1,agree
Bank,2054,0,0,1,agree
Bank,2062,0,0,1,agree
Bank,2068,0,0,1,agree
Bank,2070,0,0,1,agree
Bank,2071,0,0,1,agree
Bank,2074,0,0,1,agree
Bank,2075,0,0,1,agree
Bank,2077,0,0,1,agree
Bank,2080,0,0,1,agree
Bank,2085,0,0,1,agree
Bank,2086,0,0,1,agree
Bank,2087,0,0,1,agree
Bank,2088,0,0,1,agree
Bank,2090,0,0,1,agree
Bank,2091,0,0,1,agree
Bank,2096,0,0,1,agree
Bank,2098,0,0,1,agree
Bank,2099,0,0,1,agree
Bank,2101,0,0,1,agree
Bank,2105,0,0,1,agree
Bank,2106,0,0,1,agree
Bank,2108,0,0,1,agree
Bank,2110,0,0,1,agree
Bank,2111,0,0,1,agree
Bank,2120,0,0,1,agree
Bank,2124,0,0,1,agree
Bank,2125,0,0,1,agree
Bank,2128,0,0,1,agree
Bank,2136,0,0,1,agree
Bank,2138,0,0,1,agree
Bank,2142,0,0,1,agree
Bank,2149,0,0,1,agree
Bank,2156,0,0,1,agree
Bank,2160,0,0,1,agree
Bank,2161,0,0,1,agree
Bank,2163,0,0,1,agree
Bank,2166,0,0,1,agree
Bank,2168,0,0,1,agree
Bank,2171,0,0,1,agree
Bank,2173,0,0,1,agree
Bank,2176,0,0,1,agree
Bank,2187,0,0,1,agree
Bank,2188,0,0,1,agree
Bank,2190,0,0,1,agree
Bank,2197,0,0,1,agree
Bank,2198,0,0,1,agree
Bank,2202,0,0,1,agree
Bank,2204,0,0,1,agree
Bank,2216,0,0,1,agree
Bank,2218,0,0,1,agree
Bank,2220,0,0,1,agree
Bank,2222,0,0,1,agree
Bank,2223,0,0,1,agree
Bank,2226,0,0,1,agree
Bank,2227,0,0,1,agree
Bank,2233,0,0,1,agree
Bank,2234,0,0,1,agree
Bank,2240,0,0,1,agree
Bank,2241,0,0,1,agree
Bank,2242,0,0,1,agree
Bank,2244,0,0,1,agree
Bank,2245,0,0,1,agree
Bank,2249,0,0,1,agree
Bank,2253,0,0,1,agree
Bank,2259,0,0,1,agree
Bank,2264,0,0,1,agree
Bank,2267,0,0,1,agree
Bank,2268,0,0,1,agree
Bank,2269,0,0,1,agree
Bank,2270,0,0,1,agree
Bank,2274,0,0,1,agree
Bank,2280,0,0,1,agree
Bank,2281,0,0,1,agree
Bank,2283,0,0,1,agree
Bank,2284,0,0,1,agree
Bank,2285,0,0,1,agree
Bank,2289,0,0,1,agree
Bank,2290,0,0,1,agree
Bank,2291,0,0,1,agree
Bank,2297,0,0,1,agree
Bank,2300,0,0,1,agree
Bank,2307,0,0,1,agree
Bank,2311,0,0,1,agree
Bank,2313,0,0,1,agree
Bank,2314,0,0,1,agree
Bank,2319,0,0,1,agree
Bank,2324,0,0,1,agree
Bank,2326,0,0,1,agree
Bank,2336,0,0,1,agree
Bank,2339,0,0,1,agree
Bank,2345,0,0,1,agree
Bank,2347,0,0,1,agree
Bank,2349,0,0,1,agree
Bank,2354,0,0,1,agree
Bank,2356,0,0,1,agree
Bank,2357,0,0,1,agree
Bank,2361,0,0,1,agree
Bank,2365,0,0,1,agree
Bank,2367,0,0,1,agree
Bank,2373,0,0,1,agree
Bank,2380,0,0,1,agree
Bank,2383,0,0,1,agree
Bank,2384,0,0,1,agree
Bank,2385,0,0,1,agree
Bank,2398,0,0,1,agree
Bank,2402,0,0,1,agree
Bank,2403,0,0,1,agree
Bank,2413,0,0,1,agree
Bank,2416,0,0,1,agree
Bank,2419,0,0,1,agree
Bank,2425,0,0,1,agree
Bank,2429,0,0,1,agree
Bank,2430,0,0,1,agree
Bank,2431,0,0,1,agree
Bank,2437,0,0,1,agree
Bank,2441,0,0,1,agree
Bank,2444,0,0,1,agree
Bank,2454,0,0,1,agree
Bank,2465,0,0,1,agree
Bank,2467,0,0,1,agree
Bank,2469,0,0,1,agree
Bank,2476,0,0,1,agree
Bank,2486,0,0,1,agree
Bank,2487,0,0,1,agree
Bank,2496,0,0,1,agree
Bank,2499,0,0,1,agree
Bank,2502,0,0,1,agree
Bank,2504,0,0,1,agree
Bank,2519,0,0,1,agree
Bank,2522,0,0,1,agree
Bank,2524,0,0,1,agree
Bank,2530,0,0,1,agree
Bank,2531,0,0,1,agree
Bank,2532,0,0,1,agree
Bank,2533,0,0,1,agree
Bank,2540,0,0,1,agree
Bank,2544,0,0,1,agree
Bank,2549,0,0,1,agree
Bank,2551,0,0,1,agree
Bank,2552,0,0,1,agree
Bank,2555,0,0,1,agree
Bank,2559,0,0,1,agree
Bank,2563,0,0,1,agree
Bank,2566,0,0,1,agree
Bank,2567,0,0,1,agree
Bank,2568,0,0,1,agree
Bank,2571,0,0,1,agree
Bank,2574,0,0,1,agree
Bank,2588,0,0,1,agree
Bank,2590,0,0,1,agree
Bank,2596,0,0,1,agree
Bank,2598,0,0,1,agree
Bank,2605,0,0,1,agree
Bank,2613,0,0,1,agree
Bank,2617,0,0,1,agree
Bank,2620,0,0,1,agree
Bank,2621,0,0,1,agree
Bank,2627,0,0,1,agree
Bank,2630,0,0,1,agree
Bank,2633,0,0,1,agree
Bank,2636,0,0,1,agree
Bank,2646,0,0,1,agree
Bank,2647,0,0,1,agree
Bank,2653,0,0,1,agree
Bank,2654,0,0,1,agree
Bank,2655,0,0,1,agree
Bank,2656,0,0,1,agree
Bank,2661,0,0,1,agree
Bank,2663,0,0,1,agree
Bank,2668,0,0,1,agree
Bank,2669,0,0,1,agree
Bank,2676,0,0,1,agree
Bank,2678,0,0,1,agree
Bank,2683,0,0,1,agree
Bank,2684,0,0,1,agree
Bank,2686,0,0,1,agree
Bank,2696,0,0,1,agree
Bank,2698,0,0,1,agree
Bank,2705,0,0,1,agree
Bank,2707,0,0,1,agree
Bank,2708,0,0,1,agree
Bank,2709,0,0,1,agree
Bank,2716,0,0,1,agree
Bank,2717,0,0,1,agree
Bank,2720,0,0,1,agree
Bank,2722,0,0,1,agree
Bank,2724,0,0,1,agree
Bank,2725,0,0,1,agree
Bank,2726,0,0,1,agree
Bank,2752,0,0,1,agree
Bank,2755,0,0,1,agree
Bank,2756,0,0,1,agree
Bank,2759,0,0,1,agree
Bank,2765,0,0,1,agree
Bank,2776,0,0,1,agree
Bank,2779,0,0,1,agree
Bank,2781,0,0,1,agree
Bank,2800,0,0,1,agree
Bank,2801,0,0,1,agree
Bank,2803,0,0,1,agree
Bank,2806,0,0,1,agree
Bank,2807,0,0,1,agree
Bank,2808,0,0,1,agree
Bank,2812,0,0,1,agree
Bank,2818,0,0,1,agree
Bank,2830,0,0,1,agree
Bank,2842,0,0,1,agree
Bank,2843,0,0,1,agree
Bank,2845,0,0,1,agree
Bank,2846,0,0,1,agree
Bank,2847,0,0,1,agree
Bank,2848,0,0,1,agree
Bank,2849,0,0,1,agree
Bank,2851,0,0,1,agree
Bank,2854,0,0,1,agree
Bank,2862,0,0,1,agree
Bank,2865,0,0,1,agree
Bank,2866,0,0,1,agree
Bank,2868,0,0,1,agree
Bank,2872,0,0,1,agree
Bank,2873,0,0,1,agree
Bank,2875,0,0,1,agree
Bank,2876,0,0,1,agree
Bank,2878,0,0,1,agree
Bank,2879,0,0,1,agree
Bank,2883,0,0,1,agree
Bank,2884,0,0,1,agree
Bank,2885,0,0,1,agree
Bank,2890,0,0,1,agree
Bank,2894,0,0,1,agree
Bank,2897,0,0,1,agree
Bank,2898,0,0,1,agree
Bank,2899,0,0,1,agree
Bank,2901,0,0,1,agree
Bank,2902,0,0,1,agree
Bank,2903,0,0,1,agree
Bank,2904,0,0,1,agree
Bank,2905,0,0,1,agree
Bank,2916,0,0,1,agree
Bank,2921,0,0,1,agree
Bank,2925,0,0,1,agree
Bank,2929,0,0,1,agree
Bank,2930,0,0,1,agree
Bank,2937,0,0,1,agree
Bank,2947,0,0,1,agree
Bank,2952,0,0,1,agree
Bank,2962,0,0,1,agree
Bank,2963,0,0,1,agree
Bank,2964,0,0,1,agree
Bank,2968,0,0,1,agree
Bank,2969,0,0,1,agree
Bank,2972,0,0,1,agree
Bank,2974,0,0,1,agree
Bank,2976,0,0,1,agree
Bank,2977,0,0,1,agree
Bank,2978,0,0,1,agree
Bank,2980,0,0,1,agree
Bank,2987,0,0,1,agree
Bank,2992,0,0,1,agree
Bank,2994,0,0,1,agree
Bank,2995,0,0,1,agree
Bank,2997,0,0,1,agree
Bank,3009,0,0,1,agree
Bank,3010,0,0,1,agree
Bank,3011,0,0,1,agree
Bank,3013,0,0,1,agree
Bank,3015,0,0,1,agree
Bank,3017,0,0,1,agree
Bank,3020,0,0,1,agree
Bank,3021,0,0,1,agree
Bank,3022,0,0,1,agree
Bank,3023,0,0,1,agree
Bank,3024,0,0,1,agree
Bank,3032,0,0,1,agree
Bank,3042,0,0,1,agree
Bank,3044,0,0,1,agree
Bank,3045,0,0,1,agree
Bank,3053,0,0,1,agree
Bank,3054,0,0,1,agree
Bank,3057,0,0,1,agree
Bank,3058,0,0,1,agree
Bank,3059,0,0,1,agree
Bank,3068,0,0,1,agree
Bank,3071,0,0,1,agree
Bank,3073,0,0,1,agree
Bank,3077,0,0,1,agree
Bank,3085,0,0,1,agree
Bank,3091,0,0,1,agree
Bank,3092,0,0,1,agree
Bank,3093,0,0,1,agree
Bank,3099,0,0,1,agree
Bank,3101,0,0,1,agree
Bank,3107,0,0,1,agree
Bank,3117,0,0,1,agree
Bank,3120,0,0,1,agree
Bank,3121,0,0,1,agree
Bank,3122,0,0,1,agree
Bank,3126,0,0,1,agree
Bank,3131,0,0,1,agree
Bank,3139,0,0,1,agree
Bank,3144,0,0,1,agree
Bank,3169,0,0,1,agree
Bank,3175,0,0,1,agree
Bank,3185,0,0,1,agree
Bank,3186,0,0,1,agree
Bank,3188,0,0,1,agree
Bank,3190,0,0,1,agree
Bank,3193,0,0,1,agree
Bank,3196,0,0,1,agree
Bank,3204,0,0,1,agree
Bank,3206,0,0,1,agree
Bank,3209,0,0,1,agree
Bank,3215,0,0,1,agree
Bank,3218,0,0,1,agree
Bank,3219,0,0,1,agree
Bank,3223,0,0,1,agree
Bank,3225,0,0,1,agree
Bank,3229,0,0,1,agree
Bank,3235,0,0,1,agree
Bank,3243,0,0,1,agree
Bank,3247,0,0,1,agree
Bank,3249,0,0,1,agree
Bank,3251,0,0,1,agree
Bank,3253,0,0,1,agree
Bank,3254,0,0,1,agree
Bank,3261,0,0,1,agree
Bank,3263,0,0,1,agree
Bank,3266,0,0,1,agree
Bank,3267,0,0,1,agree
Bank,3268,0,0,1,agree
Bank,3269,0,0,1,agree
Bank,3273,0,0,1,agree
Bank,3281,0,0,1,agree
Bank,3284,0,0,1,agree
Bank,3286,0,0,1,agree
Bank,3289,0,0,1,agree
Bank,3292,0,0,1,agree
Bank,3293,0,0,1,agree
Bank,3294,0,0,1,agree
Bank,3300,0,0,1,agree
Bank,3307,0,0,1,agree
Bank,3310,0,0,1,agree
Bank,3313,0,0,1,agree
Bank,3317,0,0,1,agree
Bank,3323,0,0,1,agree
Bank,3333,0,0,1,agree
Bank,3335,0,0,1,agree
Bank,3341,0,0,1,agree
Bank,3345,0,0,1,agree
Bank,3350,0,0,1,agree
Bank,3351,0,0,1,agree
Bank,3352,0,0,1,agree
Bank,3355,0,0,1,agree
Bank,3356,0,0,1,agree
Bank,3357,0,0,1,agree
Bank,3366,0,0,1,agree
Bank,3368,0,0,1,agree
Bank,3369,0,0,1,agree
Bank,3378,0,0,1,agree
Bank,3387,0,0,1,agree
Bank,3389,0,0,1,agree
Bank,3397,0,0,1,agree
Bank,3400,0,0,1,agree
Bank,3406,0,0,1,agree
Bank,3415,0,0,1,agree
Bank,3416,0,0,1,agree
Bank,3421,0,0,1,agree
Bank,3425,0,0,1,agree
Bank,3426,0,0,1,agree
Bank,3431,0,0,1,agree
Bank,3435,0,0,1,agree
